1860;3;11;-4.4
1861;3;11;1
1862;3;11;2.8
1863;3;11;-4.7
1864;3;11;-0.8
1865;3;11;0.6
1866;3;11;-2.4
1867;3;11;-11.4
1868;3;11;1.6
1869;3;11;-1.8
1870;3;11;-4.2
1871;3;11;0.4
1872;3;11;1.6
1873;3;11;2.4
1874;3;11;-4.6
1875;3;11;6.4
1876;3;11;-0.7
1877;3;11;-2.9
1878;3;11;1
1879;3;11;-0.5
1880;3;11;3
1881;3;11;-0.4
1882;3;11;6.8
1883;3;11;-5
1884;3;11;-2.7
1885;3;11;4.2
1886;3;11;5.5
1887;3;11;-0.6
1888;3;11;-12.1
1889;3;11;3.2
1890;3;11;7
1891;3;11;-1.2
1892;3;11;-1.2
1893;3;11;0.4
1894;3;11;1.8
1895;3;11;-1.2
1896;3;11;1.2
1897;3;11;-6.2
1898;3;11;2
1899;3;11;3.6
1901;3;11;6.2
1902;3;11;-4.4
1903;3;11;1.8
1904;3;11;-1.7
1905;3;11;0.1
1906;3;11;0.7
1907;3;11;-0.8
1908;3;11;-9.6
1909;3;11;-4
1910;3;11;4.6
1911;3;11;1.6
1912;3;11;-0.3
1913;3;11;5.6
1914;3;11;-4.2
1915;3;11;4.6
1916;3;11;-6.9
1917;3;11;-7
1918;3;11;6
1919;3;11;5.3
1920;3;11;3.1
1921;3;11;7.5
1922;3;11;2.4
1923;3;11;-6.7
1924;3;11;-0.8
1925;3;11;-8.9
1926;3;11;0.4
1927;3;11;2.4
1928;3;11;-1.6
1929;3;11;7.9
1930;3;11;1.9
1931;3;11;-4.5
1932;3;11;-6.3
1933;3;11;4.4
1934;3;11;-1.6
1935;3;11;7.4
1936;3;11;2.3
1937;3;11;-15
1938;3;11;3.7
1939;3;11;0.9
1940;3;11;-0.7
1941;3;11;2.7
1942;3;11;-7.7
1943;3;11;7
1944;3;11;2
1945;3;11;3.2
1946;3;11;-1.8
1947;3;11;-3.4
1948;3;11;-0.3
1961;3;11;8.1
1962;3;11;-5.6
1963;3;11;-1.8
1964;3;11;5.2
1965;3;11;5.2
1966;3;11;-1.9
1967;3;11;5.2
1968;3;11;-1.8
1969;3;11;-1.2
1970;3;11;-1.9
1971;3;11;-3.5
1972;3;11;-4.6
1973;3;11;4
1974;3;11;4.9
1975;3;11;3.4
1976;3;11;-5
1977;3;11;5.6
1978;3;11;4.5
1979;3;11;0.5
1980;3;11;-0.8
1981;3;11;-2.2
1982;3;11;1
1983;3;11;-1.2
1984;3;11;0
1985;3;11;3.4
1986;3;11;1.2
1987;3;11;-1.2
1988;3;11;1.2
1989;3;11;5.2
1990;3;11;-2.1
1991;3;11;4.2
1992;3;11;6.3
1993;3;11;1.2
1994;3;11;6
1995;3;11;-1
1996;3;11;-0.2
1997;3;11;10
1860;4;12;7
1861;4;12;11
1862;4;12;1.2
1863;4;12;10.4
1864;4;12;7.1
1865;4;12;10.2
1866;4;12;12.1
1867;4;12;1.6
1868;4;12;0.2
1869;4;12;2.6
1870;4;12;7.8
1871;4;12;2
1872;4;12;8.8
1873;4;12;2.8
1874;4;12;4.8
1875;4;12;2.2
1876;4;12;1.6
1877;4;12;-2.3
1878;4;12;11
1879;4;12;3.4
1880;4;12;11.7
1881;4;12;8.6
1882;4;12;-3
1883;4;12;7.9
1884;4;12;10.1
1885;4;12;5.3
1886;4;12;12.7
1887;4;12;12.6
1888;4;12;5.6
1889;4;12;2.2
1890;4;12;2
1891;4;12;6.1
1892;4;12;2.5
1893;4;12;4.8
1894;4;12;11.2
1895;4;12;3.8
1896;4;12;3.7
1897;4;12;4.6
1898;4;12;1.2
1899;4;12;2.4
1900;4;12;5
1901;4;12;8.4
1902;4;12;5.2
1903;4;12;5
1904;4;12;7.4
1905;4;12;2
1906;4;12;10.2
1907;4;12;7.9
1908;4;12;6.2
1909;4;12;-2.9
1910;4;12;7
1911;4;12;6
1912;4;12;-0.7
1913;4;12;-0.6
1914;4;12;10.3
1915;4;12;9
1916;4;12;0.7
1917;4;12;5.3
1918;4;12;11.9
1919;4;12;9.7
1920;4;12;4.1
1921;4;12;14.2
1922;4;12;8.4
1923;4;12;6.5
1924;4;12;3.6
1925;4;12;16.4
1926;4;12;7.5
1927;4;12;7
1928;4;12;-1.2
1929;4;12;12
1930;4;12;7.5
1931;4;12;4.7
1932;4;12;6.9
1933;4;12;8.5
1934;4;12;4.2
1935;4;12;6.3
1936;4;12;4
1937;4;12;10.1
1938;4;12;12.5
1939;4;12;5.1
1940;4;12;3.6
1941;4;12;3.5
1942;4;12;7.2
1943;4;12;6
1944;4;12;1.4
1945;4;12;5.8
1946;4;12;2
1947;4;12;8.9
1948;4;12;11.2
1961;4;12;4
1962;4;12;3.6
1963;4;12;2.6
1964;4;12;4.9
1965;4;12;5
1966;4;12;-3.2
1967;4;12;7
1968;4;12;8.8
1969;4;12;7
1970;4;12;6.2
1971;4;12;7.9
1972;4;12;4.1
1973;4;12;3.8
1974;4;12;5.8
1975;4;12;4.6
1976;4;12;9.9
1977;4;12;2.1
1978;4;12;2.7
1979;4;12;16.6
1980;4;12;13.4
1981;4;12;13.3
1982;4;12;1
1983;4;12;0.9
1984;4;12;4.1
1985;4;12;5.1
1986;4;12;5
1987;4;12;2.3
1988;4;12;2.6
1989;4;12;16.5
1990;4;12;6.4
1991;4;12;14.8
1992;4;12;7.2
1993;4;12;6.1
1994;4;12;13.2
1995;4;12;8.4
1996;4;12;2.7
1997;4;12;3
1860;11;6;-0.4
1861;11;6;0
1862;11;6;2.8
1863;11;6;2
1864;11;6;-5.1
1865;11;6;1.7
1866;11;6;0.8
1867;11;6;-1.8
1868;11;6;4
1869;11;6;-5.6
1870;11;6;-0.2
1871;11;6;-5.6
1872;11;6;4.6
1873;11;6;5.4
1874;11;6;9.4
1875;11;6;2.6
1876;11;6;-0.7
1877;11;6;8
1878;11;6;0.4
1879;11;6;-0.1
1880;11;6;-1.2
1881;11;6;-1.6
1882;11;6;5.5
1883;11;6;5.9
1884;11;6;8
1885;11;6;4.8
1886;11;6;4.2
1887;11;6;7.9
1888;11;6;-5.2
1889;11;6;5.4
1890;11;6;6
1891;11;6;2.8
1892;11;6;6
1893;11;6;-2.2
1894;11;6;-0.6
1895;11;6;2.9
1896;11;6;6.6
1897;11;6;4.8
1898;11;6;0.2
1899;11;6;10
1900;11;6;4.2
1901;11;6;6
1902;11;6;2.6
1903;11;6;7.4
1904;11;6;2.4
1905;11;6;5.4
1906;11;6;4.3
1907;11;6;5
1908;11;6;-0.5
1909;11;6;8
1910;11;6;-1.8
1911;11;6;7.6
1912;11;6;-7.6
1913;11;6;1.6
1914;11;6;2.3
1915;11;6;-2
1916;11;6;7.6
1917;11;6;5.1
1918;11;6;7.8
1919;11;6;-4.1
1920;11;6;0.2
1921;11;6;-2.8
1922;11;6;-0.4
1923;11;6;2.7
1924;11;6;4.9
1925;11;6;-1.2
1926;11;6;5.5
1927;11;6;0.8
1928;11;6;-0.1
1929;11;6;8.5
1930;11;6;4
1931;11;6;2.8
1932;11;6;0.9
1933;11;6;3
1934;11;6;3.5
1935;11;6;4
1936;11;6;6.8
1937;11;6;5.9
1938;11;6;1.4
1939;11;6;5
1940;11;6;-2.1
1941;11;6;0.6
1942;11;6;1
1943;11;6;3.4
1944;11;6;7.3
1945;11;6;0.6
1946;11;6;8.4
1947;11;6;3.4
1948;11;6;1.2
1961;11;6;5.6
1962;11;6;6.8
1963;11;6;4.1
1964;11;6;5.6
1965;11;6;6.6
1966;11;6;5.4
1967;11;6;9.2
1968;11;6;-0.5
1969;11;6;-0.7
1970;11;6;-5
1971;11;6;-1
1972;11;6;4
1973;11;6;4.1
1974;11;6;-1.4
1975;11;6;5.6
1976;11;6;6.4
1977;11;6;5.5
1978;11;6;4
1979;11;6;3.5
1980;11;6;5.7
1981;11;6;2.8
1982;11;6;3.4
1983;11;6;10.4
1984;11;6;5.2
1985;11;6;4.9
1986;11;6;1.8
1987;11;6;8.9
1988;11;6;2.2
1989;11;6;4.6
1990;11;6;7.6
1991;11;6;3.9
1992;11;6;0.4
1993;11;6;-0.6
1994;11;6;7.4
1995;11;6;2.6
1996;11;6;2.8
1997;11;6;1
